,Carrosserie,Code_vehicule,Alimentation,Boite_vitesse,Date_debut_comerc,Date_fin_comerc,Groupe_vehicule,Classe_vehicule,Puissance_vehicule
8591,FOURGONNETTE,ME05002,GO,M,1978,9999.0,29,C,10.0
8592,BERLINE,SB03051,ES,M,1092001,1072003.0,37,P,12.0
8593,BERLINE,CI43109,ES,M,23122006,17122007.0,30,I,5.0
8594,BERLINE,NA09005,ES,M,1991,1991.0,31,H,7.0
8595,FOURGONNETTE,RE78169,GO,M,3062014,1122014.0,28,J,5.0
8596,BERLINE,RO29070,ES,V,1032004,1032004.0,31,I,8.0
8597,FOURGONNETTE,RE56050,ES,M,3022003,18072005.0,27,F,7.0
8598,FOURGONNETTE,RE12032,ES,M,1992,1994.0,26,D,7.0
8599,BERLINE,PE07185,ES,M,1999,1999.0,29,D,5.0
8600,BERLINE,SE02283,ES,M,1999,1999.0,26,E,4.0
8601,MONOSPACE,RE81039,GO,M,23042009,28092010.0,31,M,6.0
8602,BERLINE,ME49103,GO,M,15092004,15062012.0,32,M,8.0
8603,FOURGONNETTE,PE26162,GO,M,2000,5062000.0,33,M,8.0
8604,4x4-SUV,TO12093,GO,A,28092002,1102003.0,32,P,12.0
8605,BERLINE,SE12276,GO,S,1012014,28042015.0,31,L,5.0
8606,4x4-SUV,MI05087,ES,A,2000,1102001.0,35,R,15.0
8607,MONOSPACE,ME46082,GO,A,2102014,,35,R,11.0
8608,FOURGONNETTE,ME15073,ES,M,1991,1991.0,32,Q,17.0
8609,4x4-SUV,TO12044,GO,M,1994,1995.0,31,N,12.0
8610,BERLINE,VW45325,ES,M,28042015,1102017.0,31,H,
8611,BERLINE,PE30225,ES,M,1042003,1122003.0,29,F,5.0
8612,BERLINE,PE39529,GO,M,5022018,,33,M,6.0
8613,BERLINE,PE45087,GO,S,4112013,29062015.0,32,M,6.0
8614,BERLINE,OP06667,ES,M,5122010,1072011.0,30,I,6.0
8615,FOURGONNETTE,PE10036,ES,M,1986,1987.0,29,E,9.0
8616,BERLINE,ME38233,GO,A,1998,1998.0,33,N,9.0
8617,4x4-SUV,MI05081,GO,M,2000,1102001.0,33,P,12.0
8618,CABRIOLET,MN01612,ES,M,1022018,,31,K,5.0
8619,PICK-UP,IS03014,GO,M,12052006,1102006.0,32,N,12.0
8620,BERLINE,BM69286,GO,M,1102014,1032015.0,34,M,7.0
8621,BREAK,ME10024,ES,M,1990,1992.0,33,P,11.0
8622,MONOSPACE,RE65147,GO,M,9042013,7012015.0,32,O,7.0
8623,BERLINE,RE53008,ES,M,1996,1996.0,31,J,7.0
8624,MONOSPACE,CI35042,ES,M,2000,21032000.0,32,L,9.0
8625,MONOSPACE,ME55053,ES,V,3062009,15092011.0,29,L,6.0
8626,MONOSPACE,FO35081,GO,S,2052016,2072018.0,34,Q,8.0
8627,MONOSPACE,DC04011,GO,M,14032012,5112013.0,31,I,6.0
8628,BERLINE,SR01003,ES,A,1993,1993.0,33,L,12.0
8629,FOURGONNETTE,NA23015,ES,M,1996,1997.0,30,G,8.0
8630,BERLINE,BM69361,GO,M,1032015,1062018.0,33,O,8.0
8631,FOURGONNETTE,PE27053,GO,M,3092001,2052002.0,30,K,8.0
8632,FOURGONNETTE,VW16013,ES,M,1983,1983.0,28,J,11.0
8633,BERLINE,VW49469,ES,S,1012016,18072016.0,32,L,6.0
8634,BERLINE,RE74185,GO,M,3062013,6102015.0,32,M,6.0
8635,CABRIOLET,RE30159,ES,M,1995,1996.0,30,K,9.0
8636,BERLINE,FO08224,GO,M,1993,1993.0,27,E,5.0
8637,BERLINE,OP06225,GO,M,1993,1998.0,28,F,4.0
8638,MONOSPACE,RE69089,GO,M,31032006,31032006.0,34,M,8.0
8639,PICK-UP,FO30007,GO,M,15122005,1062006.0,31,K,10.0
8640,BERLINE,FO08767,ES,M,18082014,1062016.0,32,I,7.0
8641,BERLINE,VW44042,ES,M,1102008,26042012.0,34,L,9.0
8642,COUPE,AU01015,ES,M,1992,1992.0,33,O,12.0
8643,4x4-SUV,MI05132,GO,A,22112006,2032009.0,34,Q,12.0
8644,BERLINE,RE66339,ES,M,15112004,18072005.0,31,J,6.0
8645,CABRIOLET,SB04204,E8,M,2062008,23022011.0,34,Q,11.0
8646,BERLINE,NA05009,ES,M,1989,1992.0,27,D,5.0
8647,BERLINE,VW45152,GO,M,4102012,25042013.0,29,G,4.0
8648,BERLINE,KA16119,ES,M,1012012,8032013.0,32,J,7.0
8649,BERLINE,AR22063,ES,M,5072003,5042005.0,39,Q,18.0
8650,4x4-SUV,JP03039,GO,S,2042007,2112007.0,35,R,15.0
8651,4x4-SUV,LR02081,GO,A,15072003,15072003.0,31,P,11.0
8652,BERLINE,BM70839,GO,M,1062016,1022018.0,36,R,10.0
8653,BREAK,CI07147,ES,M,1993,1993.0,30,I,7.0
8654,BERLINE,AU47197,GO,M,28042016,26042018.0,34,P,7.0
8655,FOURGONNETTE,PE26087,ES,M,1998,1998.0,31,M,10.0
8656,FOURGONNETTE,FO15184,GO,M,1992,1992.0,32,M,10.0
8657,BERLINE,CI48175,ES,S,3042018,,27,F,4.0
8658,FOURGONNETTE,RE12035,ES,M,1992,1992.0,28,E,8.0
8659,BERLINE,FI09100,ES,M,2052016,,30,H,5.0
8660,BERLINE,ME38729,ES,M,1092007,6112009.0,35,O,9.0
8661,BERLINE,TO31041,ES,S,4082010,2012012.0,27,E,4.0
8662,BERLINE,AU18635,ES,M,3012005,15052008.0,33,N,8.0
8663,BERLINE,RE66506,ES,M,19122005,8012008.0,31,I,6.0
8664,BERLINE,AU28605,ES,S,31072018,,37,N,10.0
8665,CABRIOLET,MN01187,ES,M,1032011,1122015.0,30,K,5.0
8666,FOURGONNETTE,FI39271,GO,M,1012015,1022018.0,32,K,7.0
8667,BREAK,VO22088,ES,M,1996,1996.0,33,O,9.0
8668,FOURGONNETTE,CI22009,ES,M,1985,1986.0,25,A,6.0
8669,MONOSPACE,SE13049,GO,M,1112007,1052008.0,32,K,6.0
8670,CABRIOLET,BM58389,ES,M,30032010,1112013.0,39,R,20.0
8671,BERLINE,RE50021,ES,M,1997,1997.0,27,E,4.0
8672,BERLINE,RE29060,ES,A,1984,1984.0,31,I,10.0
8673,BERLINE,RE53062,ES,M,1997,1997.0,33,K,10.0
8674,BERLINE,SE08177,GO,M,15062003,1062005.0,30,H,4.0
8675,BERLINE,FI47044,GO,M,15092010,1032011.0,30,H,4.0
8676,BERLINE,FI10006,ES,M,1990,1991.0,26,C,4.0
8677,BERLINE,SK07489,ES,M,17052018,,28,G,4.0
8678,BERLINE,RE42149,ES,M,1995,1996.0,27,D,6.0
8679,BREAK,FO13270,GO,M,1993,1993.0,29,J,5.0
8680,BERLINE,AU36178,GO,A,7122009,6122010.0,36,R,12.0
8681,COUPE,BM68168,ES,A,1032015,,41,HC,34.0
8682,LIMOUSINE,ME13007,ES,M,1991,1992.0,35,U,14.0
8683,4x4-SUV,JP03062,ES,A,1042016,,38,T,27.0
8684,MONOSPACE,RE81337,GO,M,31052012,4092012.0,31,K,6.0
8685,BREAK,FO13179,ES,M,1986,1987.0,30,G,8.0
8686,MONOSPACE,KA17013,ES,M,13102010,1052011.0,30,I,7.0
8687,PICK-UP,NA36032,GO,M,1062013,1112014.0,33,L,8.0
8688,FOURGONNETTE,FI26037,ES,M,1995,1999.0,27,C,6.0
8689,PICK-UP,FO30062,GO,A,23102017,,34,O,7.0
8690,BERLINE,VW11809,GO,M,17012014,2102014.0,32,M,5.0
8691,CABRIOLET,BM73118,ES,M,1112014,1072016.0,38,Q,15.0
8692,BREAK,FO09041,ES,M,1972,1977.0,30,K,13.0
8693,4x4-SUV,TO12140,ES,A,1032007,1022008.0,35,U,19.0
8694,BERLINE,CI40181,ES,M,8092000,2052002.0,29,G,5.0
8695,BREAK,FO07419,ES,A,1996,1997.0,30,H,6.0
8696,MONOSPACE,DC04034,GP,M,1012014,1092015.0,29,C,5.0
8697,BERLINE,AU49231,ES,M,31072018,,34,O,8.0
8698,MONOSPACE,PE33035,GO,M,1042004,30052005.0,32,O,8.0
8699,BERLINE,AR07019,ES,A,20072016,,36,P,11.0
8700,4x4-SUV,TO12214,GO,M,1102015,,32,P,11.0
8701,BERLINE,RE80021,GO,M,20112008,28092010.0,33,L,7.0
8702,BERLINE,VW05054,ES,M,1989,1989.0,30,G,7.0
8703,4x4-SUV,JP02020,ES,A,1997,1997.0,34,P,23.0
8704,BERLINE,AU39127,ES,S,24112014,,32,J,6.0
8705,FOURGONNETTE,RE78088,EL,V,21022012,1122014.0,27,M,7.0
8706,BERLINE,OP17631,ES,M,28112011,1102015.0,32,K,7.0
8707,MONOSPACE,FO34041,GO,M,17072006,17072006.0,33,L,8.0
8708,BERLINE,SE02137,GO,M,1994,1997.0,29,F,6.0
8709,COUPE,AU31254,GO,S,13092012,24042014.0,35,Q,10.0
8710,FOURGONNETTE,VW01269,ES,S,1072015,,32,K,7.0
8711,BERLINE,BM07004,ES,M,1968,1968.0,29,A,9.0
8712,BERLINE,AU18242,ES,M,1999,30092000.0,33,M,8.0
8713,BERLINE,FI10057,GO,M,1987,1989.0,28,D,6.0
8714,BERLINE,BM67259,GO,M,1102010,1092011.0,35,Q,10.0
8715,FOURGONNETTE,PE29067,GO,M,2122002,4092006.0,28,H,7.0
8716,4x4-AUTRES,TO12174,GO,A,14012010,2012012.0,33,R,11.0
8717,BERLINE,MZ15150,GO,M,1995,1996.0,30,I,5.0
8718,4x4-SUV,LR02100,GO,M,1102004,1072009.0,34,Q,13.0
8719,BERLINE,MZ31071,GO,M,1092014,1102015.0,33,M,7.0
8720,BERLINE,VO32174,GO,A,10042009,4052010.0,36,Q,13.0
8721,FOURGONNETTE,PE41040,GO,M,4102010,28022011.0,30,J,6.0
8722,BERLINE,ME39516,GO,A,17012006,17012006.0,39,U,22.0
8723,4x4-SUV,SZ10049,ES,A,28122015,,26,H,6.0
8724,4x4-SUV,MI05129,GO,A,22112006,22022010.0,33,Q,12.0
8725,FOURGONNETTE,RE36010,ES,M,1981,9999.0,23,A,4.0
8726,BERLINE,FI19030,ES,M,1072009,1072014.0,28,I,4.0
8727,FOURGONNETTE,OP29072,GO,M,1022012,9112012.0,32,K,7.0
8728,4x4-SUV,ME42049,ES,A,2012003,2012003.0,38,HC,29.0
8729,FOURGONNETTE,PE41127,GO,M,4052015,4072016.0,31,L,5.0
8730,BERLINE,AU18317,GO,M,1092001,1042002.0,34,P,9.0
8731,BERLINE,ME12011,GO,A,1985,1992.0,30,O,12.0
8732,FOURGONNETTE,CI36090,GO,M,2000,1062000.0,32,L,8.0
8733,4x4-SUV,LR07064,GO,A,26092002,1042003.0,30,N,8.0
8734,BERLINE,FO28636,ES,M,20062016,6022017.0,35,L,10.0
8735,BERLINE,VW49241,ES,M,2022015,28042015.0,32,K,6.0
8736,BERLINE,OP02137,ES,M,1987,1988.0,29,G,6.0
8737,FOURGONNETTE,FO15166,GO,M,1992,1992.0,32,L,10.0
8738,BERLINE,RE51017,ES,M,1995,1996.0,35,O,16.0
8739,4x4-SUV,TO12064,ES,A,1997,1997.0,34,S,26.0
8740,BERLINE,OP17079,GO,M,1995,1995.0,29,H,5.0
8741,FOURGONNETTE,CI71025,GO,M,10092018,,32,K,5.0
8742,BERLINE,SE02727,GO,M,1052010,1022012.0,30,I,5.0
8743,MONOSPACE,PE42100,GO,S,4112013,29062015.0,31,M,6.0
8744,4x4-AUTRES,MI05096,ES,A,1122000,25082004.0,30,L,9.0
8745,MONOSPACE,CI64216,GO,A,1062016,3042018.0,34,N,8.0
8746,BERLINE,VW22059,ES,M,1994,1994.0,28,G,6.0
8747,MONOSPACE,RE70280,GO,M,5072011,31082011.0,29,J,5.0
8748,BERLINE,RO29077,ES,M,1082004,1082004.0,31,H,7.0
8749,BERLINE,FI19221,GO,M,13112015,,30,H,4.0
8750,BERLINE,ME66138,ES,A,3012015,6102016.0,36,Q,10.0
8751,LUDOSPACE,OP29062,GO,M,12032012,9112012.0,31,L,8.0
8752,CABRIOLET,AR09034,GO,A,2042009,1102010.0,35,Q,13.0
8753,BERLINE,PE15028,GO,M,1982,1985.0,28,I,9.0
8754,BERLINE,MI11023,GO,M,1999,1999.0,30,J,6.0
8755,4x4-SUV,TO12141,GO,A,7122007,2012012.0,37,T,20.0
8756,MONOSPACE,CI56084,GO,S,2032015,1042015.0,30,K,5.0
8757,MONOSPACE,FI49019,GO,S,3062013,1062015.0,28,K,4.0
8758,BREAK,FO09115,ES,M,1983,1984.0,33,A,14.0
8759,BERLINE,FI19186,ES,S,1042014,15012015.0,28,J,4.0
8760,CABRIOLET,AU19449,GO,M,7122009,1012014.0,33,P,7.0
8761,FOURGONNETTE,RE78298,EL,V,3072018,,27,O,7.0
8762,4x4-SUV,LR02142,GO,A,9112015,28092016.0,35,T,16.0
8763,BERLINE,BM70752,ES,A,1112015,1062017.0,36,Q,8.0
8764,FOURGONNETTE,VW01164,GO,M,28072010,13102011.0,31,K,5.0
8765,BERLINE,VW49662,GO,S,1012017,,34,N,8.0
8766,BERLINE,DS02011,GO,M,1102015,1062018.0,32,L,6.0
8767,BERLINE,TO28087,ES,M,13082004,6122004.0,29,G,5.0
8768,BERLINE,VO25301,GO,A,16042010,31052012.0,33,M,8.0
8769,MONOSPACE,RE81351,ES,M,28022013,4092013.0,32,M,7.0
8770,BERLINE,CI04045,ES,M,1990,1992.0,30,G,7.0
8771,MONOSPACE,FO35005,GO,M,17052006,1072015.0,33,N,8.0
8772,BERLINE,CI49015,GO,A,4072008,1072009.0,36,R,13.0
8773,BERLINE,OP17242,GO,M,2000,2000.0,29,H,5.0
8774,MONOSPACE,FI49111,ES,M,4042017,1092017.0,29,J,6.0
8775,BREAK,PE09052,ES,M,1986,1986.0,29,H,7.0
8776,COUPE,HD04001,ES,M,1993,1995.0,32,I,7.0
8777,BERLINE,OP17714,ES,S,1102015,20062018.0,32,K,5.0
8778,MONOSPACE,ME52019,GO,M,26032002,18012005.0,29,L,6.0
8779,BERLINE,HO01139,ES,M,2062008,8032011.0,34,M,9.0
8780,MONOSPACE,NA37036,ES,A,2022009,1042011.0,30,J,7.0
8781,FOURGONNETTE,RE43119,GO,M,1998,1998.0,28,J,7.0
8782,MONOSPACE,CI64073,GO,M,1072014,4052015.0,31,L,6.0
8783,4x4-SUV,TO12098,GO,A,29012003,6122004.0,32,R,12.0
8784,BERLINE,FO08827,ES,M,1062016,27062017.0,32,I,7.0
8785,MONOSPACE,MZ27018,GO,M,30082002,21072004.0,30,K,7.0
8786,BERLINE,OP17377,ES,S,8042004,20072005.0,31,K,6.0
8787,MONOSPACE,RE58046,ES,M,17042001,3022003.0,30,J,6.0
8788,BERLINE,SE08021,GO,M,1996,1997.0,29,F,6.0
8789,4x4-SUV,SZ02014,ES,A,1995,1995.0,28,L,9.0
8790,CABRIOLET,VW31055,ES,A,4042008,1122008.0,30,L,7.0
8791,BERLINE,ME49357,ES,M,3072015,1062018.0,32,M,7.0
8792,BERLINE,SE02162,ES,M,1994,1995.0,28,F,6.0
8793,BERLINE,PE37045,GO,M,2052006,2052007.0,32,J,6.0
8794,FOURGONNETTE,FI26077,GO,M,1997,1999.0,28,E,7.0
8795,BERLINE,BM26003,ES,A,1982,1987.0,35,N,14.0
8796,FOURGONNETTE,PE29157,GO,M,2012007,5052008.0,30,J,6.0
8797,FOURGONNETTE,AN04029,ES,M,1985,9999.0,26,A,6.0
8798,MONOSPACE,ME53062,GO,A,1092008,1092010.0,36,R,14.0
8799,BREAK,OP13175,GO,M,1994,1997.0,34,O,7.0
8800,BERLINE,SE16059,ES,M,16012013,29042013.0,27,F,3.0
8801,4x4-SUV,NA20010,GO,M,1994,1996.0,30,L,11.0
8802,BERLINE,MN01483,ES,M,1032016,1022018.0,31,J,5.0
8803,CABRIOLET,ME63207,ES,M,12042013,19122016.0,36,S,10.0
8804,4x4-SUV,TO12202,GO,A,19042012,1102015.0,37,U,19.0
8805,BERLINE,RE66820,ES,M,2102008,5012010.0,36,N,14.0
8806,MONOSPACE,PE42042,GO,S,4102010,4072011.0,31,M,6.0
8807,FOURGONNETTE,IU01005,GO,M,1986,1989.0,32,M,8.0
8808,BERLINE,BM27049,ES,M,1072003,1092004.0,38,S,15.0
8809,BERLINE,SZ01005,ES,M,1011995,31121995.0,28,B,5.0
8810,BERLINE,FO07344,ES,M,1994,1994.0,31,G,7.0
8811,BERLINE,OP09111,GO,M,1987,1988.0,28,G,5.0
8812,FOURGONNETTE,CI11032,ES,M,1991,1993.0,31,I,11.0
8813,BERLINE,BM66792,GO,A,1032017,1062018.0,37,R,10.0
8814,CABRIOLET,BM59519,GO,A,1092007,26032009.0,37,T,14.0
8815,MONOSPACE,ME53040,GO,A,8092003,1092010.0,33,P,10.0
8816,BERLINE,DS03017,ES,M,4012016,1062018.0,34,M,9.0
8817,FOURGONNETTE,CI36013,GO,M,1994,2012001.0,31,M,8.0
8818,BERLINE,DC01072,GO,M,5012010,5072011.0,28,E,4.0
8819,BERLINE,FO08248,ES,M,1994,1994.0,27,E,6.0
8820,BERLINE,VW04196,ES,M,1990,1990.0,34,N,8.0
8821,BERLINE,BM66405,ES,A,2072012,1112012.0,41,HC,34.0
8822,BERLINE,AU19625,GO,S,19092013,24042014.0,32,M,5.0
8823,BERLINE,VW44195,ES,S,6102011,2072012.0,37,O,15.0
8824,FOURGONNETTE,VW01260,GO,S,1072015,7102015.0,32,L,7.0
8825,BERLINE,BM66455,GO,A,1072013,13102016.0,37,R,12.0
8826,FOURGONNETTE,PE41003,GO,M,15052008,28022011.0,29,I,6.0
8827,FOURGONNETTE,VW16008,GO,M,1990,1990.0,28,H,7.0
8828,BERLINE,VW12340,ES,M,18082003,1012004.0,28,G,4.0
8829,BERLINE,CI46035,ES,M,24102005,1072006.0,27,E,4.0
8830,BERLINE,AU42159,GO,M,1012014,27042017.0,36,P,10.0
8831,MONOSPACE,CI56067,ES,M,17052014,1072014.0,30,I,6.0
8832,MONOSPACE,RE69093,GO,M,31032006,1042009.0,34,N,
8833,BERLINE,BM70021,GO,A,9022012,1072015.0,35,Q,8.0
8834,BERLINE,BM66051,GO,A,18032010,1072013.0,36,S,10.0
8835,FOURGONNETTE,FI04035,ES,M,1991,1992.0,24,A,4.0
8836,FOURGONNETTE,PE07083,ES,M,1984,9999.0,29,C,8.0
8837,MONOSPACE,RE81043,GO,M,23042009,28092010.0,32,L,7.0
8838,BERLINE,PR05001,GO,M,1997,1997.0,28,G,6.0
8839,CABRIOLET,VW31046,GO,M,7102005,1032010.0,30,M,6.0
8840,4x4-SUV,TO12014,GO,M,1986,1988.0,30,M,14.0
8841,MONOSPACE,CI64092,GO,S,1072014,1102014.0,32,M,6.0
8842,BERLINE,RE71054,ES,A,16092005,19122005.0,31,H,7.0
8843,BERLINE,MN01489,ES,M,1032016,1102017.0,31,J,5.0
8844,BREAK,MZ17092,ES,M,1991,1992.0,31,M,11.0
8845,4x4-SUV,JP02010,GO,M,1996,1996.0,31,N,10.0
8846,BREAK,FO21016,ES,M,1993,1994.0,32,J,10.0
8847,BREAK,VW11206,ES,M,1993,1994.0,32,K,10.0
8848,CABRIOLET,AU19665,ES,M,31032014,19052016.0,33,N,7.0
8849,FOURGONNETTE,RE78118,GO,M,29012013,3062014.0,30,K,5.0
8850,BERLINE,OP06199,GO,M,1993,1993.0,27,F,4.0
8851,4x4-SUV,LR07008,GO,M,1998,1998.0,29,M,8.0
8852,4x4-SUV,MI05141,GO,A,2032009,2022011.0,34,R,13.0
8853,4x4-SUV,LR10035,GO,M,1092015,,32,N,8.0
8854,MONOSPACE,SE13095,ES,M,1052009,27082010.0,34,L,9.0
8855,BERLINE,HO20004,ES,V,1042010,8032011.0,30,L,5.0
8856,BERLINE,RE53381,GO,M,3112000,3092001.0,31,K,6.0
8857,BERLINE,AU28325,GO,S,1022013,24042014.0,31,N,5.0
8858,BERLINE,PE14034,ES,A,1981,1982.0,29,H,9.0
8859,BERLINE,OP15038,ES,A,1990,1990.0,35,Q,14.0
8860,FOURGONNETTE,FI03042,GN,M,1092010,,28,H,5.0
8861,FOURGONNETTE,VW04151,GO,M,1984,1989.0,27,F,6.0
8862,MONOSPACE,ME46059,GO,A,2062014,,34,T,9.0
8863,BERLINE,FO21258,GO,M,11012001,2042002.0,33,K,7.0
8864,MONOSPACE,VW34184,GO,M,26042007,7102010.0,30,K,6.0
8865,BERLINE,PE15072,ES,M,1984,1985.0,32,J,11.0
8866,BERLINE,MN01291,ES,M,4032013,1072014.0,32,L,6.0
8867,MONOSPACE,ME53067,GO,A,1092008,1092010.0,35,Q,14.0
8868,BREAK,FO12148,ES,M,1995,1996.0,34,M,11.0
8869,BERLINE,FI26220,ES,M,7062003,1072004.0,27,E,4.0
8870,BERLINE,VW30113,GO,M,1072002,1082002.0,31,M,6.0
8871,MONOSPACE,RE81497,GO,M,1072015,4012016.0,32,N,7.0
8872,MONOSPACE,RE58110,ES,A,1052002,3022003.0,32,K,9.0
8873,BERLINE,SE02147,ES,M,1994,1994.0,27,E,6.0
8874,BERLINE,VW52023,GO,S,4092017,,36,Q,10.0
8875,MONOSPACE,KA11044,GO,M,22042013,1062015.0,31,L,6.0
8876,FOURGONNETTE,RE46002,ES,M,1971,1977.0,31,L,12.0
8877,MONOSPACE,FO34228,ES,M,4122017,26022018.0,32,L,6.0
8878,PICK-UP,FI52004,GO,M,14062016,1042017.0,33,M,8.0
8879,FOURGONNETTE,PE41163,GO,M,4072016,2072018.0,31,K,5.0
8880,BERLINE,RE66734,ES,M,2042007,17122007.0,32,J,7.0
8881,BERLINE,CI38043,GO,M,1997,1998.0,28,G,5.0
8882,FOURGONNETTE,FI03036,GO,M,1092010,1042011.0,29,H,5.0
8883,BERLINE,AR20013,ES,M,1997,1998.0,32,G,7.0
8884,BERLINE,BM17001,ES,M,1976,1980.0,30,I,10.0
8885,BERLINE,BM18166,ES,A,8022003,1092004.0,35,O,11.0
8886,BERLINE,PE39154,GO,M,30112009,6042010.0,30,K,5.0
8887,FOURGONNETTE,FI33010,GO,M,2000,2042001.0,30,K,8.0
8888,BERLINE,PE37315,GO,M,4102010,28022011.0,31,K,5.0
8889,BERLINE,ME49216,ES,V,3062009,4012011.0,31,L,7.0
8890,CABRIOLET,BM73211,GO,A,1072015,1062017.0,33,P,8.0
8891,FOURGONNETTE,PE18033,ES,M,1993,1994.0,28,D,6.0
8892,CAMIONNETTE,MN02092,ES,A,1112012,3112014.0,30,J,8.0
8893,MONOSPACE,ME53133,GO,A,1092011,2102014.0,35,S,15.0
8894,BERLINE,NA05376,ES,M,1022017,,28,H,4.0
8895,BERLINE,ME03048,ES,M,1993,1993.0,34,N,9.0
8896,BERLINE,FI04210,GP,M,1072014,,28,G,4.0
8897,FOURGONNETTE,RE12103,GO,M,1998,2000.0,26,F,7.0
8898,COUPE,RE74078,GO,M,1042009,28092010.0,33,N,9.0
8899,MONOSPACE,DC04027,GO,M,5112013,1092015.0,30,G,5.0
8900,FOURGONNETTE,NA26001,GO,M,2000,2000.0,30,I,9.0
8901,FOURGONNETTE,RE43061,ES,M,1987,1989.0,27,F,8.0
8902,BREAK,VO21010,ES,A,1992,1994.0,36,Q,16.0
8903,4x4-AUTRES,MI05055,GO,M,1995,1996.0,31,N,11.0
8904,4x4-SUV,JP02036,GO,A,3012005,3102006.0,33,N,12.0
8905,BERLINE,SE02124,ES,M,1993,1995.0,30,G,8.0
8906,FOURGONNETTE,CI39152,GO,M,23122006,2052008.0,28,H,6.0
8907,BREAK,AU15040,GO,A,1995,1996.0,32,P,7.0
8908,BREAK,ME11008,GO,M,1980,9999.0,30,J,10.0
8909,4x4-AUTRES,MI05063,GO,M,1998,1998.0,32,O,11.0
8910,BERLINE,RE32078,ES,A,1992,1992.0,30,J,9.0
8911,BERLINE,IN02012,ES,M,1983,1984.0,27,B,5.0
8912,FOURGONNETTE,FI28011,GO,M,1995,1998.0,32,N,8.0
8913,BREAK,OP09066,GO,M,1983,1984.0,28,G,4.0
8914,4x4-AUTRES,TO12027,GO,M,1990,1995.0,33,R,17.0
8915,PICK-UP,IS03033,GO,M,1032009,1032012.0,34,K,8.0
8916,4x4-AUTRES,TO12023,GO,M,1989,1990.0,29,N,14.0
8917,FOURGONNETTE,CI52003,GO,M,17122007,1092011.0,28,H,6.0
8918,CABRIOLET,ME39705,ES,M,15042010,22032013.0,36,Q,11.0
8919,PICK-UP,TO11034,GO,M,4082010,21022017.0,33,K,8.0
8920,MONOSPACE,RE67106,GO,M,19122005,31032006.0,32,M,7.0
8921,BERLINE,SK07481,GO,M,5102017,17052018.0,30,I,5.0
8922,MONOSPACE,VW34349,GO,S,12062015,,34,N,8.0
8923,BERLINE,AR23031,ES,M,2042004,1122005.0,33,P,10.0
8924,MONOSPACE,KA11007,ES,M,1092002,30062004.0,31,K,8.0
8925,BERLINE,VW12253,GO,M,1999,1999.0,28,G,4.0
8926,BERLINE,DC02124,GP,M,4072017,,29,F,5.0
8927,4x4-SUV,LR03027,ES,M,1990,1991.0,34,O,23.0
8928,MONOSPACE,CI64105,GO,M,1102014,1062016.0,32,M,6.0
8929,BERLINE,TO39015,GO,S,15092011,4102013.0,29,J,5.0
8930,BREAK,VO18013,ES,A,1987,1989.0,34,Q,15.0
8931,BERLINE,RE71134,GO,M,10072006,1042009.0,31,J,6.0
8932,BERLINE,PE32149,ES,M,1122003,28022005.0,33,L,9.0
8933,MONOSPACE,CI44069,GO,M,17122007,1102010.0,34,Q,10.0
8934,4x4-SUV,LR02045,GO,M,1998,1011998.0,30,N,10.0
8935,4x4-SUV,LR01039,GO,M,1102002,1092003.0,30,N,10.0
8936,FOURGONNETTE,CI36020,GO,M,1994,1997.0,31,N,8.0
8937,BERLINE,TO39002,ES,M,15092011,4102013.0,27,G,4.0
8938,LUDOSPACE,RE77175,GO,S,5092017,,30,K,6.0
8939,4x4-AUTRES,LR08008,GO,A,22082006,1072010.0,37,U,20.0
8940,BERLINE,VW49572,GO,M,29092016,17012017.0,32,N,5.0
8941,BERLINE,VW49615,ES,S,1012017,27042017.0,32,L,6.0
8942,BREAK,FO09007,ES,M,1983,9999.0,30,G,9.0
8943,BERLINE,RE66012,ES,M,15102002,18072005.0,32,J,7.0
8944,FOURGONNETTE,MZ01009,ES,M,1985,1994.0,30,H,11.0
8945,BREAK,VW11116,ES,M,1991,1992.0,29,H,8.0
8946,FOURGONNETTE,PE23003,GO,M,1977,1978.0,30,H,8.0
8947,4x4-SUV,LR07103,GO,M,22092003,12092005.0,30,N,8.0
8948,BERLINE,PE31048,GO,A,1122004,30052005.0,33,O,8.0
8949,BERLINE,ME64289,GO,A,22052018,,34,O,7.0
8950,BERLINE,FO13223,ES,A,1992,1992.0,32,J,9.0
8951,MONOSPACE,LA19023,ES,S,1082006,1082006.0,30,L,6.0
8952,BERLINE,FO08232,ES,M,1993,1993.0,26,D,5.0
8953,FOURGONNETTE,PE02017,GO,M,1991,1991.0,31,L,10.0
8954,FOURGONNETTE,FI39268,GO,M,1012015,,30,K,5.0
8955,BERLINE,FI40092,GO,M,1032006,1032006.0,32,K,7.0
8956,BERLINE,ME64036,ES,A,4072013,3072015.0,33,O,7.0
8957,FOURGONNETTE,FO15303,GO,M,2000,2042002.0,33,N,8.0
8958,MONOSPACE,CH04028,GO,M,1994,1995.0,33,M,7.0
8959,BERLINE,RE23008,ES,M,1983,1985.0,28,F,7.0
8960,BERLINE,VO20008,ES,A,1991,1992.0,32,M,11.0
8961,BERLINE,ST05023,ES,M,22112014,,27,F,4.0
8962,FOURGONNETTE,RE56031,GO,M,1062001,2042002.0,29,H,7.0
8963,FOURGONNETTE,IU01034,GO,M,2000,2000.0,32,O,9.0
8964,MONOSPACE,CH04053,ES,M,1998,1998.0,33,O,10.0
